-0.061075,0.99614,-0.063046,-4.7355e-05
-0.77374,-0.087153,-0.62748,1.0001
-0.63055,0.010458,0.77608,-0.00052221
0,0,0,1
-0.060681,0.99617,-0.06298,-0.00070524
-0.85266,-0.084536,-0.51558,0.79294
-0.51893,0.022415,0.85452,-0.11881
0,0,0,1
-0.060853,0.99617,-0.062807,-0.00073206
-0.92664,-0.079769,-0.36738,0.50833
-0.37099,0.035843,0.92795,-0.2224
0,0,0,1
-0.060505,0.9962,-0.062674,-0.0012695
-0.97804,-0.071712,-0.19567,0.20635
-0.19942,0.04946,0.97867,-0.28033
0,0,0,1
-0.060541,0.99619,-0.062738,-0.0011921
-0.98379,-0.048922,0.17252,-0.15322
0.16879,0.072166,0.98301,-0.26001
0,0,0,1
-0.060076,0.99623,-0.062562,-0.0011056
-0.9221,-0.031386,0.38567,-0.45994
0.38226,0.080858,0.92051,-0.18799
0,0,0,1
-0.060035,0.99623,-0.062643,-0.00082628
-0.86552,-0.020689,0.50045,-0.73616
0.49727,0.084264,0.86349,-0.11133
0,0,0,1
-0.059584,0.99626,-0.062597,-0.00029033
-0.79473,-0.009398,0.60689,-0.99999
0.60403,0.085909,0.79231,-0.00052739
0,0,0,1
-0.059793,0.99625,-0.06259,-0.00050917
-0.7108,0.0015305,0.70339,-1.2473
0.70085,0.086547,0.70804,0.14447
0,0,0,1
-0.059793,0.99627,-0.062284,-0.00074311
-0.61543,0.012333,0.78809,-1.4741
0.78592,0.085454,0.6124,0.31886
0,0,0,1
