-0.038034,0.99766,-0.05675,8.6135e-05
-0.6655,-0.067653,-0.74332,1
-0.74542,0.0094955,0.66652,-3.1453e-05
0,0,0,1
-0.038003,0.99767,-0.05671,3.737e-06
-0.69721,-0.067127,-0.71371,0.95479
-0.71585,0.012415,0.69814,-0.041815
0,0,0,1
-0.037981,0.99767,-0.056683,-5.4659e-05
-0.72741,-0.066495,-0.68297,0.90808
-0.68515,0.015292,0.72824,-0.081545
0,0,0,1
-0.037966,0.99767,-0.056666,-9.2716e-05
-0.75613,-0.065756,-0.65112,0.8599
-0.65332,0.018127,0.75686,-0.11918
0,0,0,1
-0.037957,0.99767,-0.056658,-0.0001141
-0.78336,-0.064909,-0.61817,0.81025
-0.6204,0.02092,0.784,-0.15469
0,0,0,1
-0.037953,0.99767,-0.056657,-0.00012246
-0.80914,-0.063953,-0.58412,0.75913
-0.58639,0.023674,0.80969,-0.18802
0,0,0,1
-0.037953,0.99767,-0.056659,-0.00012148
-0.83346,-0.062884,-0.54898,0.70653
-0.55127,0.026388,0.83391,-0.21915
0,0,0,1
-0.037955,0.99767,-0.056664,-0.0001148
-0.85633,-0.0617,-0.51274,0.65245
-0.51504,0.029062,0.85667,-0.24802
0,0,0,1
-0.037958,0.99767,-0.05667,-0.0001061
-0.87771,-0.060396,-0.47536,0.59689
-0.47768,0.031696,0.87796,-0.27461
0,0,0,1
-0.037959,0.99767,-0.056675,-9.9035e-05
-0.8976,-0.058967,-0.43684,0.53985
-0.43917,0.034289,0.89775,-0.29887
0,0,0,1
-0.037957,0.99767,-0.056677,-9.7268e-05
-0.91596,-0.05741,-0.39715,0.48133
-0.39948,0.03684,0.916,-0.32077
0,0,0,1
-0.03795,0.99767,-0.056677,-0.00010328
-0.93272,-0.055719,-0.35628,0.42137
-0.3586,0.039343,0.93266,-0.34025
0,0,0,1
-0.037939,0.99767,-0.056674,-0.00011482
-0.94778,-0.053898,-0.31433,0.36022
-0.31666,0.041789,0.94762,-0.35724
0,0,0,1
-0.037928,0.99767,-0.05667,-0.00012847
-0.96105,-0.051955,-0.27146,0.29819
-0.27377,0.044166,0.96078,-0.37165
0,0,0,1
-0.037918,0.99767,-0.056664,-0.0001408
-0.97243,-0.049897,-0.22779,0.23557
-0.23009,0.046464,0.97206,-0.38338
0,0,0,1
-0.037913,0.99767,-0.056658,-0.00014837
-0.98186,-0.047732,-0.18349,0.17266
-0.18577,0.048673,0.98139,-0.39236
0,0,0,1
-0.037912,0.99767,-0.056651,-0.00014875
-0.98929,-0.045469,-0.13869,0.1097
-0.14094,0.050786,0.98871,-0.39849
0,0,0,1
-0.037916,0.99767,-0.056644,-0.00014351
-0.9947,-0.043104,-0.093374,0.046692
-0.095598,0.052803,0.99402,-0.40167
0,0,0,1
