-0.062404,0.99632,-0.058756,0.00052903
-0.59686,-0.084439,-0.79789,1.0002
-0.79991,-0.014722,0.59994,0.0001747
0,0,0,1
-0.06244,0.99632,-0.058643,0.00030516
-0.65652,-0.085258,-0.74947,0.94388
-0.75172,-0.0082967,0.65944,-0.075111
0,0,0,1
-0.062457,0.99633,-0.058566,0.00016877
-0.71231,-0.085602,-0.69662,0.88169
-0.69908,-0.0017917,0.71504,-0.1454
0,0,0,1
-0.062461,0.99633,-0.058522,0.00010509
-0.7639,-0.085461,-0.63965,0.81415
-0.64231,0.0047517,0.76643,-0.21044
0,0,0,1
-0.062457,0.99633,-0.058506,9.9342e-05
-0.81098,-0.084831,-0.57889,0.74174
-0.58173,0.011291,0.8133,-0.27
0,0,0,1
-0.06245,0.99633,-0.058513,0.00013676
-0.85327,-0.083711,-0.51471,0.66496
-0.51772,0.017784,0.85537,-0.32383
0,0,0,1
-0.062444,0.99633,-0.058537,0.00020255
-0.89052,-0.082103,-0.44747,0.5843
-0.45064,0.024187,0.89238,-0.37168
0,0,0,1
-0.062442,0.99633,-0.058573,0.00028196
-0.92251,-0.080014,-0.3776,0.50025
-0.3809,0.030457,0.92412,-0.41331
0,0,0,1
-0.062445,0.99633,-0.058615,0.00036019
-0.94904,-0.077454,-0.30549,0.41331
-0.30891,0.036551,0.95039,-0.44847
0,0,0,1
-0.062456,0.99632,-0.058656,0.00042248
-0.96996,-0.074438,-0.2316,0.32397
-0.23511,0.042429,0.97104,-0.47692
0,0,0,1
-0.062473,0.99632,-0.058689,0.00045406
-0.98515,-0.070983,-0.15636,0.23271
-0.15995,0.048049,0.98596,-0.49842
0,0,0,1
-0.062497,0.99632,-0.05871,0.00044527
-0.99452,-0.06711,-0.080209,0.14005
-0.083853,0.053375,0.99505,-0.51275
0,0,0,1
-0.062521,0.99631,-0.058718,0.00040698
-0.99802,-0.062841,-0.003603,0.046539
-0.0072796,0.058376,0.99827,-0.51989
0,0,0,1
-0.062542,0.99631,-0.058716,0.0003552
-0.99563,-0.058197,0.073017,-0.047244
0.06933,0.063026,0.9956,-0.51983
0,0,0,1
-0.062555,0.99631,-0.058705,0.00030593
-0.98737,-0.053203,0.1492,-0.14073
0.14553,0.067298,0.98706,-0.51258
0,0,0,1
-0.062556,0.99631,-0.05869,0.00027516
-0.97329,-0.047885,0.22452,-0.23335
0.22088,0.071168,0.9727,-0.49814
0,0,0,1
-0.062543,0.99632,-0.058674,0.00027397
-0.95347,-0.042273,0.29852,-0.32453
0.29494,0.074614,0.9526,-0.47655
0,0,0,1
-0.06252,0.99632,-0.058659,0.00029367
-0.92801,-0.036405,0.37077,-0.41379
0.36727,0.077616,0.92687,-0.44803
0,0,0,1
-0.062496,0.99632,-0.058644,0.00032065
-0.89708,-0.030323,0.44083,-0.50064
0.43743,0.080158,0.89567,-0.41281
0,0,0,1
-0.062475,0.99632,-0.05863,0.0003413
-0.86085,-0.02407,0.50828,-0.58458
0.505,0.082227,0.85919,-0.37115
0,0,0,1
-0.062466,0.99632,-0.058615,0.000342
-0.81955,-0.017689,0.57273,-0.66513
0.56959,0.083814,0.81765,-0.32329
0,0,0,1
-0.062475,0.99632,-0.058596,0.00030914
-0.77343,-0.011224,0.63378,-0.74181
0.6308,0.084916,0.77129,-0.26949
0,0,0,1
-0.062508,0.99632,-0.05857,0.0002291
-0.72276,-0.0047189,0.69108,-0.81414
0.68826,0.08553,0.7204,-0.20999
0,0,0,1
-0.06257,0.99632,-0.058533,8.8274e-05
-0.66786,0.0017835,0.74429,-0.88161
0.74165,0.085662,0.66529,-0.14504
0,0,0,1
-0.062668,0.99632,-0.058478,-0.00012696
-0.60905,0.0082408,0.79309,-0.94375
0.79065,0.085317,0.60629,-0.074881
0,0,0,1
-0.062805,0.99632,-0.058399,-0.0004302
-0.54668,0.014612,0.83721,-1.0001
0.83498,0.084507,0.54375,0.00022842
0,0,0,1
