-0.083325,0.99229,-0.091743,0.00093849
-0.88086,-0.11639,-0.45885,1.0002
-0.46599,0.042579,0.88377,-0.00087127
0,0,0,1
-0.082957,0.99236,-0.091298,0.00041017
-0.97174,-0.10087,-0.21344,0.5179
-0.22102,0.071012,0.97268,-0.20103
0,0,0,1
-0.083509,0.9923,-0.091492,0.0011847
-0.99572,-0.07945,0.047141,-8.4617e-05
0.039509,0.095037,0.99469,-0.26959
0,0,0,1
-0.083384,0.99233,-0.091219,0.00061054
-0.95136,-0.052028,0.30366,-0.51783
0.29658,0.1121,0.9484,-0.201
0,0,0,1
-0.083461,0.99232,-0.091271,0.00082669
-0.84144,-0.02111,0.53993,-1.0002
0.53386,0.12186,0.83674,0.00024025
0,0,0,1
-0.083752,0.9923,-0.091212,-4.7865e-05
-0.67361,0.011076,0.73901,-1.4136
0.73433,0.12333,0.66749,0.31942
0,0,0,1
