-0.045016,0.99674,-0.066914,-7.7807e-06
-0.39067,-0.079213,-0.91711,0.7
-0.91943,-0.015143,0.39297,3.5111e-06
0,0,0,1
-0.045022,0.99674,-0.066927,8.1001e-06
-0.64916,-0.080113,-0.75642,0.51173
-0.75932,0.0093911,0.65066,-0.17436
0,0,0,1
-0.045029,0.99674,-0.066924,3.8706e-06
-0.84752,-0.07358,-0.52563,0.33765
-0.52884,0.033051,0.84807,-0.29612
0,0,0,1
-0.04504,0.99674,-0.066925,4.3545e-06
-0.96737,-0.060238,-0.24612,0.14761
-0.24935,0.053656,0.96693,-0.35987
0,0,0,1
-0.045053,0.99674,-0.066921,9.8334e-08
-0.99756,-0.041316,0.056217,-0.036087
0.053269,0.069291,0.99617,-0.36349
0,0,0,1
-0.045081,0.99674,-0.06691,-4.617e-06
-0.93531,-0.018583,0.35335,-0.27996
0.35096,0.078511,0.93309,-0.31167
0,0,0,1
-0.045129,0.99674,-0.066871,-3.1213e-05
-0.78544,0.0059603,0.61891,-0.51398
0.61729,0.080454,0.78261,-0.1881
0,0,0,1
-0.045132,0.99674,-0.066867,-2.7529e-05
-0.56262,0.029948,0.82617,-0.70001
0.82548,0.074908,0.55944,-2.8318e-05
0,0,0,1
-0.045132,0.99674,-0.066859,-3.5526e-05
-0.28822,0.051089,0.9562,-0.82417
0.9565,0.062425,0.28498,0.23467
0,0,0,1
